,time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,City,index
365,2024-05-22,18.5,14.0,25.0,13.7,,113.0,12.2,25.9,1009.9,,Rzeszów,
366,2024-05-23,16.7,14.7,19.0,11.8,,206.0,6.5,16.7,1014.5,,Rzeszów,
367,2024-05-24,18.2,13.0,25.0,1.0,,106.0,9.5,29.6,1018.8,,Rzeszów,
368,2024-05-25,18.9,11.0,26.0,0.5,,117.0,9.8,24.1,1020.1,,Rzeszów,
369,2024-05-26,19.3,11.0,26.0,0.7,,88.0,12.9,31.5,1020.5,,Rzeszów,
370,2024-05-27,19.0,10.0,26.0,0.0,,91.0,14.3,38.9,1020.6,,Rzeszów,
371,2024-05-28,17.4,8.0,23.0,0.0,,78.0,11.8,35.2,1017.0,,Rzeszów,
372,2024-05-29,18.1,10.0,26.0,0.0,,12.0,9.2,22.2,1012.9,,Rzeszów,
373,2024-05-30,17.8,12.9,22.0,1.0,,72.0,14.3,33.3,1007.6,,Rzeszów,
374,2024-05-31,18.4,11.0,24.0,0.6,,118.0,8.9,24.1,1007.5,,Rzeszów,
375,2024-06-01,19.7,15.0,26.0,1.6,,157.0,15.1,37.0,1009.6,,Rzeszów,
376,2024-06-02,16.8,13.0,20.0,0.4,,229.0,12.0,33.3,1011.6,,Rzeszów,
377,2024-06-03,19.3,14.0,23.0,4.3,,250.0,13.8,31.5,1012.9,,Rzeszów,
378,2024-06-04,16.4,14.0,20.4,17.4,,252.0,8.9,24.1,1011.2,,Rzeszów,
379,2024-06-05,18.2,14.0,23.0,3.4,,261.0,13.9,35.2,1012.8,,Rzeszów,
380,2024-06-06,20.1,14.0,25.1,0.5,,234.0,10.2,31.5,1015.7,,Rzeszów,
381,2024-06-07,20.8,16.0,26.0,0.0,,249.0,12.0,25.9,1015.8,,Rzeszów,
382,2024-06-08,19.1,15.0,24.0,0.0,,323.0,7.4,22.2,1014.8,,Rzeszów,
383,2024-06-09,19.7,15.0,24.0,6.4,,217.0,10.0,25.9,1007.6,,Rzeszów,
384,2024-06-10,19.6,17.0,22.0,18.0,,192.0,13.0,33.3,1004.8,,Rzeszów,
385,2024-06-11,18.6,16.0,22.0,1.1,,282.0,10.0,22.2,1008.5,,Rzeszów,
386,2024-06-12,14.8,10.0,18.0,0.0,,309.0,10.0,24.1,1016.7,,Rzeszów,
387,2024-06-13,12.1,11.0,13.0,6.6,,345.0,9.8,22.2,1016.6,,Rzeszów,
388,2024-06-14,14.6,9.0,19.1,0.9,,331.0,8.8,22.2,1016.3,,Rzeszów,
389,2024-06-15,17.4,9.1,23.9,0.0,,123.0,10.0,27.8,1013.8,,Rzeszów,
390,2024-05-17,15.8,10.0,20.4,0.0,,105.0,17.6,46.3,1016.1,,Kielce,
391,2024-05-18,15.3,9.9,19.4,0.1,,119.0,6.4,16.7,1014.5,,Kielce,
392,2024-05-19,16.2,9.3,23.2,0.0,,97.0,6.5,20.4,1012.7,,Kielce,
393,2024-05-20,17.3,10.6,23.2,0.0,,291.0,4.9,18.5,1012.8,,Kielce,
394,2024-05-21,19.3,10.7,25.4,0.0,,84.0,8.4,25.9,1012.6,,Kielce,
395,2024-05-22,19.7,16.0,25.1,7.9,,107.0,9.2,24.1,1009.5,,Kielce,
396,2024-05-23,16.6,13.9,19.4,4.8,,197.0,4.7,14.8,1014.6,,Kielce,
397,2024-05-24,18.4,13.3,25.8,0.9,,101.0,6.3,24.1,1018.9,,Kielce,
398,2024-05-25,17.8,10.4,24.0,0.1,,122.0,6.7,22.2,1020.0,,Kielce,
399,2024-05-26,19.1,11.1,26.4,0.5,,98.0,7.7,24.1,1020.5,,Kielce,
400,2024-05-27,20.1,12.1,26.8,0.0,,102.0,9.6,29.6,1020.3,,Kielce,
401,2024-05-28,19.1,10.7,26.1,0.0,,100.0,8.7,29.6,1016.6,,Kielce,
402,2024-05-29,17.2,11.1,22.0,1.8,,344.0,5.7,20.4,1014.0,,Kielce,
403,2024-05-30,19.0,13.3,23.9,3.0,,71.0,8.1,29.6,1007.7,,Kielce,
404,2024-05-31,18.6,12.7,23.5,0.0,,95.0,7.8,20.4,1007.3,,Kielce,
405,2024-06-01,17.2,12.0,21.1,2.2,,148.0,8.4,20.4,1009.3,,Kielce,
406,2024-06-02,15.6,11.7,19.3,11.5,,226.0,8.2,25.9,1011.3,,Kielce,
407,2024-06-03,16.9,12.7,21.0,0.9,,291.0,6.7,18.5,1013.5,,Kielce,
408,2024-06-04,15.8,14.5,16.9,11.1,,342.0,8.0,22.2,1012.5,,Kielce,
409,2024-06-05,17.7,12.5,23.0,0.0,,259.0,6.7,24.1,1012.8,,Kielce,
410,2024-06-06,18.3,12.1,23.3,0.0,,319.0,7.0,24.1,1016.0,,Kielce,
411,2024-06-07,18.2,14.3,22.7,4.1,,255.0,6.1,20.4,1016.2,,Kielce,
412,2024-06-08,17.9,12.2,22.9,0.0,,78.0,6.0,18.5,1014.9,,Kielce,
413,2024-06-09,18.8,14.8,23.3,9.0,,269.0,8.0,20.4,1007.5,,Kielce,
414,2024-06-10,17.3,14.2,21.3,16.4,,329.0,6.6,18.5,1004.8,,Kielce,
415,2024-06-11,16.7,11.2,21.7,0.5,,286.0,7.5,25.9,1009.3,,Kielce,
416,2024-06-12,12.2,7.4,15.0,0.3,,306.0,4.2,14.8,1017.9,,Kielce,
417,2024-06-13,10.7,6.8,14.0,5.6,,34.0,4.0,13.0,1018.4,,Kielce,
418,2024-06-14,12.9,4.8,18.7,0.0,,310.0,3.8,13.0,1017.1,,Kielce,
419,2024-06-15,17.8,9.5,24.4,0.0,,116.0,10.8,31.5,1012.8,,Kielce,
420,2024-05-17,16.7,9.7,22.3,0.0,,111.0,13.8,45.0,1020.1,,Olsztyn,
421,2024-05-18,18.7,10.5,25.1,0.0,,110.0,10.2,37.8,1015.4,,Olsztyn,
422,2024-05-19,18.8,11.7,24.3,0.0,,163.0,6.1,29.9,1012.5,,Olsztyn,
423,2024-05-20,17.7,13.0,23.0,0.0,,57.0,6.4,27.0,1012.9,,Olsztyn,
424,2024-05-21,19.2,13.1,24.8,0.0,,71.0,7.4,41.0,1014.4,,Olsztyn,
425,2024-05-22,21.1,14.4,26.2,0.0,,85.0,13.1,40.3,1012.3,,Olsztyn,
426,2024-05-23,18.5,15.8,20.9,0.4,,117.0,9.8,41.4,1014.5,,Olsztyn,
427,2024-05-24,21.2,15.4,28.0,0.0,,114.0,9.8,46.4,1019.0,,Olsztyn,
428,2024-05-25,18.9,15.2,25.9,0.0,,98.0,9.8,43.6,1019.9,,Olsztyn,
429,2024-05-26,19.9,14.7,27.0,0.0,,108.0,9.2,50.4,1021.3,,Olsztyn,
430,2024-05-27,22.5,15.8,29.1,0.0,,144.0,8.8,36.0,1020.6,,Olsztyn,
431,2024-05-28,23.1,15.3,29.2,0.0,,153.0,9.1,35.6,1016.3,,Olsztyn,
432,2024-05-29,19.9,15.6,23.8,0.0,,345.0,8.6,28.1,1013.8,,Olsztyn,
433,2024-05-30,19.1,16.0,25.9,0.0,,47.0,6.2,54.7,1008.7,,Olsztyn,
434,2024-05-31,19.6,14.9,24.2,0.0,,95.0,6.4,24.5,1009.1,,Olsztyn,
435,2024-06-01,20.2,14.8,25.4,0.0,,99.0,7.4,29.9,1010.0,,Olsztyn,
436,2024-06-02,17.5,15.8,20.9,6.2,,320.0,6.1,40.3,1009.2,,Olsztyn,
437,2024-06-03,17.9,15.9,23.2,0.0,,285.0,8.0,47.2,1011.4,,Olsztyn,
438,2024-06-04,17.6,13.6,21.8,0.0,,314.0,7.5,24.5,1012.3,,Olsztyn,
439,2024-06-05,18.8,14.9,23.3,0.0,,222.0,7.2,33.1,1010.5,,Olsztyn,
440,2024-06-06,16.1,12.3,19.7,4.5,,320.0,6.9,29.2,1015.3,,Olsztyn,
441,2024-06-07,14.5,10.4,20.3,0.1,,14.0,7.0,36.0,1016.7,,Olsztyn,
442,2024-06-08,15.6,8.3,21.6,0.0,,222.0,6.8,30.6,1014.1,,Olsztyn,
443,2024-06-09,17.2,13.4,20.0,1.5,,242.0,10.4,40.3,1005.7,,Olsztyn,
444,2024-06-10,16.9,10.2,22.3,0.0,,202.0,7.1,29.2,1004.8,,Olsztyn,
445,2024-06-11,16.0,11.3,21.5,0.0,,207.0,13.1,53.3,1006.5,,Olsztyn,
446,2024-06-12,14.8,9.2,19.5,0.0,,241.0,9.3,31.3,1014.4,,Olsztyn,
447,2024-06-13,14.2,7.9,19.6,0.0,,227.0,6.1,47.9,1016.4,,Olsztyn,
448,2024-06-14,15.1,8.1,20.0,0.0,,4.0,3.9,19.1,1016.3,,Olsztyn,
449,2024-05-17,16.3,11.3,22.0,0.2,,107.0,15.3,40.8,1012.9,,Opole,
450,2024-05-18,15.7,9.9,21.7,0.5,,154.0,7.2,24.1,1013.4,,Opole,
451,2024-05-19,16.1,11.6,20.5,6.3,,140.0,5.8,20.4,1011.8,,Opole,
452,2024-05-20,17.2,10.1,23.3,0.0,,155.0,5.3,18.5,1012.4,,Opole,
453,2024-05-21,19.5,10.8,26.4,0.0,,96.0,7.7,22.2,1011.0,,Opole,
454,2024-05-22,19.3,16.0,22.4,0.0,,165.0,8.9,25.9,1008.5,,Opole,
455,2024-05-23,18.1,14.1,22.1,0.5,,288.0,6.8,18.5,1014.4,,Opole,
456,2024-05-24,17.1,13.0,21.6,1.6,,69.0,5.9,18.5,1018.3,,Opole,
457,2024-05-25,18.6,12.9,24.6,1.8,,154.0,7.6,22.2,1018.7,,Opole,
458,2024-05-26,19.3,12.0,26.1,2.0,,117.0,5.2,16.7,1019.6,,Opole,
459,2024-05-27,20.7,13.4,27.0,0.0,,138.0,7.3,24.1,1018.8,,Opole,
460,2024-05-28,19.4,12.7,26.7,1.1,,160.0,8.5,25.9,1015.8,,Opole,
461,2024-05-29,17.2,13.3,22.5,0.0,,303.0,6.0,20.4,1015.2,,Opole,
462,2024-05-30,18.6,13.2,25.4,9.3,,101.0,5.2,18.5,1007.3,,Opole,
463,2024-05-31,18.6,13.6,25.1,3.7,,96.0,5.6,18.5,1006.2,,Opole,
464,2024-06-01,16.8,14.9,19.1,4.7,,172.0,6.0,18.5,1008.6,,Opole,
465,2024-06-02,16.7,13.9,20.1,6.5,,250.0,7.7,27.8,1011.9,,Opole,
466,2024-06-03,17.4,14.5,20.8,0.8,,290.0,7.4,18.5,1014.5,,Opole,
467,2024-06-04,16.4,13.8,18.9,0.0,,303.0,6.8,16.7,1014.4,,Opole,
468,2024-06-05,18.6,10.7,25.5,0.0,,206.0,7.0,20.4,1012.5,,Opole,
469,2024-06-06,19.0,15.5,23.3,5.2,,288.0,5.6,16.7,1016.2,,Opole,
470,2024-06-07,18.6,13.5,23.9,1.2,,256.0,6.4,22.2,1016.2,,Opole,
471,2024-06-08,19.4,12.3,25.6,0.3,,122.0,6.4,22.2,1013.6,,Opole,
472,2024-06-09,20.5,17.6,23.7,1.7,,282.0,7.5,20.4,1007.3,,Opole,
473,2024-06-10,17.6,15.0,20.5,0.5,,322.0,5.7,14.8,1005.1,,Opole,
474,2024-06-11,16.3,12.6,20.0,0.0,,255.0,8.8,31.5,1010.2,,Opole,
475,2024-06-12,13.6,9.7,16.8,0.0,,194.0,5.4,16.7,1017.8,,Opole,
476,2024-06-13,13.5,7.5,18.7,0.0,,107.0,4.8,14.8,1017.6,,Opole,
477,2024-06-14,15.3,9.0,20.1,0.0,,148.0,5.2,16.7,1016.2,,Opole,
478,2024-06-15,19.3,12.8,25.5,0.0,,161.0,11.3,35.2,1010.6,,Opole,
